Id,Code,City Name,City Abbr,Longitude,Latitude.City PinYin
2347,G,甘南藏族自治州,GNZZZZZ,102.911008,34.986354,gannanzangzuzizhizhou
2302,G,高台,GT,99.81665,39.376308,gaotai
2369,G,刚察,GC,100.138417,37.326263,gangcha
2376,G,共和,GH,100.619597,36.280286,gonghe
2378,G,贵德,GD,101.431856,36.040456,guide
2380,G,贵南,GN,100.74792,35.587085,guinan
2381,G,果洛藏族自治州,GLZZZZZ,100.247076,34.468685,guoluozangzuzizhizhou
2384,G,甘德,GD,99.902589,33.966987,gande
922,G,格尔木,GEM,94.9033,36.4024,geermu
2410,G,固原,GY,106.285241,36.004561,guyuan
2485,G,巩留,GL,82.227044,43.481618,gongliu
1254,F,阜城,FC,116.164727,37.869945,fucheng
1204,F,阜平,FP,114.198801,38.847276,fuping
1184,F,肥乡,FX,114.805154,36.555778,feixiangxian
1235,F,丰宁满族自治县,FNMZZZX,116.65121,41.209903,fengningmanzuzizhixian
1308,F,繁峙,FZ,113.559254,39.2663,fanzhi
1339,F,方山,FS,111.238885,37.892632,fangshan
1342,F,汾阳,FY,111.785273,37.267742,fenyang
1322,F,浮山,FS,111.850039,35.971359,fushan
1329,F,汾西,FX,111.563021,36.653368,fenxi
1396,F,丰镇,FZ,113.163462,40.437534,fengzhen
1420,F,法库,FK,123.416722,42.507045,faku
108,F,抚顺,FS,123.957222,41.879711,fushun
1424,F,抚顺,FS,124.097979,41.922644,fushun
118,F,阜新,FX,121.670113,42.02166,fuxin
1433,F,阜新蒙古族自治县,FXMGZZZX,121.743125,42.058607,fuxinmengguzuzizhixian
904,F,凤城,FC,124.066048,40.452789,fengcheng
821,F,扶余,FY,126.049721,44.990139,fuyu
811,F,抚松,FS,127.280357,42.342018,fusong
708,F,富锦,FJ,132.037277,47.250221,fujin
1494,F,抚远,FY,134.294501,48.364707,fuyuan
1473,F,富裕,FY,124.469106,47.797172,fuyu
1465,F,方正,FZ,128.836131,45.839536,fangzheng
840,F,丰县,FX,116.595322,34.693958,fengxian
848,F,阜宁,FN,119.802582,33.759312,funing
459,F,肥东,FD,117.469276,31.887699,feidong
460,F,肥西,FX,117.158401,31.70653,feixi
1151,F,繁昌,FC,118.199341,31.082911,fanchang
475,F,凤台,FT,116.71077,32.709461,fengtai
490,F,凤阳,FY,117.561241,32.866001,fengyang
195,F,阜阳,FY,115.814949,32.889629,fuyang
468,F,阜南,FN,115.593193,32.658871,funan
9,F,福州,FZ,119.296471,26.074209,fuzhou
497,F,福清,FQ,119.384109,25.72024,fuqing
500,F,福安,FA,119.647682,27.087971,fuan
504,F,福鼎,FD,120.216713,27.32436,fuding
884,F,浮梁,FL,117.215233,29.351589,fuliang
1584,F,分宜,FY,114.675262,27.811301,fenyi
1602,F,奉新,FX,115.389899,28.700672,fengxin
871,F,丰城,FC,115.77121,28.159201,fengcheng
219,F,抚州,FZ,116.358093,27.947809,fuzhou
934,F,费县,FX,117.977112,35.26659,feixian
935,F,肥城,FC,116.769173,36.182449,feicheng
1659,F,范县,FX,115.504207,35.851955,fanxian
635,F,方城,FC,113.01255,33.254391,fangcheng
667,F,封丘,FQ,114.41861,35.041191,fengqiu
680,F,扶沟,FG,114.394821,34.060001,fugou
1678,F,房县,FX,110.741966,32.055002,fangxian
1730,F,凤凰,FH,109.599191,27.948308,fenghuang
1757,F,佛冈,FG,113.534094,23.866739,fogang
1748,F,丰顺,FS,116.184419,23.752771,fengshun
1744,F,封开,FK,111.502973,23.434731,fengkai
24,F,佛山,FS,113.121918,23.021851,foshan
1794,F,防城港,FCG,108.33799,21.6138,fangchenggang
1833,F,扶绥,FS,107.911533,22.635821,fusui
1820,F,凤山,FS,107.044592,24.544561,fengshan
1816,F,富川瑶族自治县,FCYZZZX,111.277228,24.81896,fuchuanyaozuzizhixian
1122,F,奉节,FJ,109.464058,31.018459,fengjie
1131,F,丰都,FD,107.73085,29.86352,fengdu
1030,F,富顺,FS,104.974953,29.181271,fushun
1966,F,凤冈,FG,107.722021,27.960858,fenggang
2011,F,福泉,FQ,107.513508,26.702508,fuquan
1060,F,富源,FY,104.254852,25.674219,fuyuan
2064,F,凤庆,FQ,99.91871,24.592738,fengqing
2023,F,富民,FM,102.497888,25.219667,fumin
2096,F,富宁,FN,105.62856,23.626494,funing
2119,F,福贡,FG,98.867413,26.902738,fugong
2259,F,佛坪,FP,107.988582,33.520745,foping
2235,F,富平,FP,109.187174,34.746679,fuping
2260,F,府谷,FG,111.069645,39.029243,fugu
2245,F,富县,FX,109.384136,35.996495,fuxian
2208,F,凤翔,FX,107.400577,34.521668,fengxiang
2210,F,扶风,FF,107.87824,34.359748,fufeng
2215,F,凤县,FX,106.525212,33.912464,fengxian
2426,F,阜康,FK,87.98384,44.152153,fukang
2501,F,富蕴,FY,89.524993,46.993106,fuyun
2502,F,福海,FH,87.494569,47.113128,fuhai
266,H,衡水,HS,115.67054,37.738861,hengshui
1224,H,怀安,HA,114.718154,40.678556,huaian
1226,H,怀来,HL,115.520846,40.405405,huailai
170,H,邯郸,HD,114.539177,36.625561,handan
1182,H,邯郸,HD,114.535506,36.618829,handan
366,H,河间,HJ,116.098999,38.44548,hejian
1240,H,海兴,HX,117.496606,38.141582,haixing
385,H,黄骅,HH,117.330116,38.371391,huanghua
1314,H,河曲,HQ,111.146609,39.381895,hequ
1289,H,怀仁,HR,113.100512,39.82079,huairen
1292,H,和顺,HS,113.572919,37.327027,heshun
1006,H,河津,HJ,110.711861,35.596432,hejin
1330,H,侯马,HM,111.371272,35.620302,houma
1331,H,霍州,HZ,111.723103,36.57202,huozhou
998,H,洪洞,HD,111.674957,36.253738,hongdong
1267,H,浑源,HY,113.698091,39.699099,hunyuan
1277,H,壶关,HG,113.206138,36.110938,huguan
1365,H,霍林郭勒,HLGL,119.657862,45.532361,huolinguole
92,H,呼和浩特,HHHT,111.751991,40.841492,huhehaote
1345,H,和林格尔,HLGE,111.824143,40.380288,helingeer
1388,H,化德,HD,114.01008,41.899335,huade
1368,H,杭锦旗,HJQ,108.736324,39.831789,hangjinqi
398,H,呼伦贝尔,HLBE,119.765839,49.211632,hulunbeier
1386,H,杭锦后旗,HJHQ,107.147682,40.888797,hangjinhouqi
1428,H,桓仁满族自治县,HRMZZZX,125.359195,41.268997,huanrenmanzuzizhixian
368,H,海城,HC,122.684631,40.881451,haicheng
908,H,黑山,HS,122.120659,41.693909,heishan
218,H,葫芦岛,HLD,120.83699,40.710999,huludao
816,H,桦甸,HD,126.746269,42.97208,huadian
820,H,珲春,HC,130.365768,42.862492,hunchun
1462,H,和龙,HL,129.008748,42.547004,helong
822,H,辉南,HN,126.046867,42.68499,huinan
1149,H,黑河,HH,127.528519,50.245232,heihe
1491,H,桦南,HN,130.570112,46.240118,huanan
1492,H,桦川,HC,130.723713,47.023039,huachuan
1500,H,海林,HL,129.387902,44.574149,hailin
697,H,鹤岗,HG,130.297852,47.349892,hegang
1478,H,虎林,HL,132.973881,45.767985,hulin
1156,H,​海伦,HL,126.973381,47.462101,hailun
1512,H,呼玛,HM,126.662105,51.726998,huma
10,H,哈尔滨,HEB,126.535797,45.802158,haerbin
835,H,睢宁,HN,117.941078,33.912739,huining
837,H,海门,HM,121.181793,31.871651,haimen
838,H,海安,HA,120.46759,32.533081,haian
114,H,淮安,HA,119.015953,33.610161,huaian
1514,H,洪泽,HZ,118.867875,33.294975,hongze
1085,H,海宁,HN,120.681023,30.50938,haining
1101,H,海盐,HY,120.945793,30.52553,haiyan
61,H,湖州,HZ,120.088051,30.893049,huzhou
2,H,杭州,HZ,120.155151,30.274151,hangzhou
17,H,合肥,HF,117.229012,31.82057,hefei
53,H,淮南,HN,116.999802,32.625488,huainan
481,H,怀宁,HN,116.829742,30.73381,huaining
471,H,怀远,HY,117.205139,32.9701,huaiyuan
466,H,霍邱,HQ,116.278229,32.353199,huoqiu
488,H,霍山,HS,116.332687,31.39279,huoshan
478,H,和县,HX,118.351448,31.74423,hexian
1530,H,含山,HS,117.874155,31.600518,hanshan
199,H,黄山,HS,118.338661,29.71517,huangshan
214,H,淮北,HB,116.926224,33.67078,huaibei
496,H,惠安,HA,118.796951,25.030649,huian
1560,H,华安,HA,117.53631,25.001416,huaan
1580,H,湖口,HK,116.244313,29.7263,hukou
1618,H,横峰,HF,117.608247,28.415103,hengfeng
882,H,会昌,HC,115.786003,25.600389,huichang
961,H,桓台,HT,118.097969,36.959332,huantai
975,H,海阳,HY,121.158463,36.776451,haiyang
978,H,惠民,HM,117.509201,37.489819,huimin
177,H,菏泽,HZ,115.481148,35.233631,heze
660,H,滑县,HX,114.519302,35.57534,huaxian
1653,H,获嘉,HJ,113.657249,35.261685,huojia
653,H,辉县,HX,113.805397,35.46212,huixian
633,H,淮阳,HY,114.886139,33.731499,huaiyang
648,H,潢川,HC,115.051292,32.131561,huangchuan
682,H,淮滨,HB,115.419868,32.473389,huaibin
672,H,睢县,HX,115.071533,34.445259,huixian
406,H,鹤壁,HB,114.297447,35.747002,hebi
720,H,洪湖,HH,113.477753,29.82756,honghu
152,H,黄石,HS,115.038902,30.19953,huangshi
1697,H,鹤峰,HF,110.033699,29.887298,hefeng
711,H,汉川,HC,113.839073,30.661221,hanchuan
217,H,黄冈,HG,114.872383,30.45347,huanggang
717,H,黄梅,HM,115.944321,30.07037,huangmei
738,H,红安,HA,114.618134,31.288099,hongan
116,H,衡阳,HY,112.571953,26.89324,hengyang
787,H,衡东,HD,112.953247,27.08116,hengdong
1704,H,衡阳,HY,112.379643,26.962388,hengyang
1705,H,衡山,HS,112.86971,27.234808,hengshan
759,H,衡南,HN,112.677917,26.73831,hengnan
775,H,汉寿,HS,111.970428,28.905491,hanshou
778,H,华容,HR,112.540947,29.53023,huarong
133,H,怀化,HH,110.001602,27.56974,huaihua
793,H,洪江,HJ,109.836548,27.209249,hongjiang
1722,H,会同,HT,109.720785,26.870789,huitong
1731,H,花垣,HY,109.479063,28.581352,huayuan
365,H,河源,HY,114.700653,23.74365,heyuan
1754,H,和平,HP,114.941473,24.44318,heping
535,H,海丰,HF,115.32341,22.96657,haifeng
57,H,惠州,HZ,114.416786,23.11075,huizhou
537,H,惠东,HD,114.719994,22.984859,huidong
1743,H,怀集,HJ,112.182466,23.913072,huaiji
554,H,化州,HZ,110.639542,21.663971,huazhou
550,H,鹤山,HS,112.964363,22.765301,heshan
536,H,惠来,HL,116.295113,23.033211,huilai
1793,H,合浦,HP,109.200695,21.663554,hepu
1832,H,合山,HS,108.88858,23.81311,heshan
1771,H,横县,HX,109.270987,22.68743,hengxian
1167,H,河池,HC,108.062105,24.695899,hechi
1823,H,环江毛南族自治县,HJMNZZZX,108.258669,24.827628,huanjiangmaonanzuzizhixian
252,H,贺州,HZ,111.566551,24.40346,hezhou
62,H,海口,HK,110.19989,20.04422,haikou
1881,H,洪雅,HY,103.375006,29.904867,hongya
1893,H,华蓥,HY,106.777882,30.380574,huaying
1038,H,合江,HJ,105.831352,28.81147,hejiang
1913,H,黑水,HS,102.990805,32.061721,heishui
1918,H,红原,HY,102.544906,32.793902,hongyuan
1942,H,会理,HL,102.249548,26.658702,huili
1943,H,会东,HD,102.578985,26.630713,huidong
1897,H,汉源,HY,102.677145,29.349915,hanyuan
1977,H,赫章,HZ,104.726438,27.119243,hezhang
2020,H,惠水,HS,106.657848,26.128637,huishui
1995,H,黄平,HP,107.901337,26.896973,huangping
1061,H,会泽,HZ,103.297371,26.41791,huize
2081,H,红河哈尼族彝族自治州,HHHNZYZZZZ,103.384182,23.366775,honghehanizuyizuzizhizhou
2088,H,河口瑶族自治县,HKYZZZX,103.961593,22.507563,hekouyaozuzizhixian
245,H,红河,HHZZZ,102.420792,23.36907,honghe
2033,H,华宁,HN,102.928982,24.189807,huaning
2110,H,鹤庆,HQ,100.173375,26.55839,heqing
2052,H,华坪,HP,101.267796,26.628834,huaping
259,H,汉中,HZ,107.023773,33.067612,hanzhong
2268,H,汉阴,HY,108.510946,32.891121,hanyin
2231,H,合阳,HY,110.147979,35.237098,heyang
2236,H,韩城,HC,110.452391,35.475238,hancheng
2237,H,华阴,HY,110.08952,34.565359,huayin
2248,H,黄龙,HL,109.83502,35.583276,huanglong
2249,H,黄陵,HL,109.262469,35.580165,huangling
2289,H,会宁,HN,105.054337,35.692486,huining
2307,H,华亭,HT,106.649308,35.215342,huating
2337,H,徽县,HX,106.085632,33.767785,huixian
2344,H,和政,HZ,103.350357,35.425971,hezheng
2348,H,合作,HZ,102.91149,34.985973,hezuo
2317,H,环县,HX,107.308754,36.569322,huanxian
2318,H,华池,HC,107.986288,36.457304,huachi
2319,H,合水,HS,108.019865,35.819005,heshui
2359,H,海东,HD,102.10327,36.502916,haidong
2362,H,互助土族自治县,HZTZZZX,101.956734,36.83994,huzhutuzuzizhixian
2363,H,化隆回族自治县,HLHZZZX,102.262329,36.098322,hualonghuizuzizhixian
2365,H,海北藏族自治州,HBZZZZZ,100.901059,36.959435,haibeizangzuzizhizhou
2368,H,海晏,HY,100.90049,36.959542,haiyan
2370,H,黄南藏族自治州,HNZZZZZ,102.019988,35.517744,huangnanzangzuzizhizhou
2374,H,河南蒙古族自治县,HNMGZZZX,101.611877,34.734522,henanmengguzuzizhixian
2375,H,海南藏族自治州,HNZZZZZ,100.619542,36.280353,hainanzangzuzizhizhou
2395,H,海西蒙古族藏族自治州,HXMGZZZZZZ,97.370785,37.374663,haiximengguzuzangzuzizhizhou
2357,H,湟中,HZ,101.569475,36.500419,huangzhong
2358,H,湟源,HY,101.263435,36.684818,huangyuan
2416,H,海原,HY,105.647323,36.562007,haiyuan
2404,H,贺兰,HL,106.345904,38.554563,helan
2422,H,哈密,HM,93.51316,42.833248,hami
2427,H,呼图壁,HTB,86.888613,44.189342,hutubi
2443,H,和静,HJ,86.391067,42.31716,hejing
2444,H,和硕,HS,86.864947,42.268863,heshuo
2471,H,和田地区,HTDQ,79.92533,37.110687,hetiandiqu
2472,H,和田,HT,79.927542,37.108944,hetian
2473,H,和田,HT,79.90141,36.57246,hetian
5893,H,霍尔果斯,HEGS,80.420759,44.201669,huoerguosi
2484,H,霍城,HC,80.872508,44.049912,huocheng
2497,H,和布克赛尔蒙古自治县,HBKSEMGZZX,85.733551,46.793001,hebukesaiermengguzizhixian
2503,H,哈巴河,HBH,86.418964,48.059284,habahe
1219,K,康保,KB,114.615809,41.850046,kangbao
1236,K,宽城满族自治县,KCMZZZX,118.488642,40.607981,kuanchengmanzuzizhixian
1313,K,岢岚,KL,111.56981,38.705625,kelan
1359,K,科尔沁左翼中旗,KEQZYZQ,123.313873,44.127166,keerqinzuoyizhongqi
1360,K,科尔沁左翼后旗,KEQZYHQ,122.355155,42.954564,keerqinzuoyihouqi
1361,K,开鲁,KL,121.308797,43.602432,kailu
1362,K,库伦旗,KLQ,121.774886,42.734692,kulunqi
1399,K,科尔沁右翼前旗,KEQYYQQ,121.957544,46.076497,keerqinyouyiqianqi
1400,K,科尔沁右翼中旗,KEQYYZQ,121.472818,45.059645,keerqinyouyizhongqi
1354,K,克什克腾旗,KSKTQ,117.542465,43.256233,keshiketengqi
1356,K,喀喇沁旗,KLQQ,118.708572,41.92778,kalaqinqi
1419,K,康平,KP,123.352703,42.741533,kangping
903,K,开原,KY,124.0382,42.546452,kaiyuan
1429,K,宽甸满族自治县,KDMZZZX,124.784867,40.730412,kuandianmanzuzizhixian
1442,K,喀喇沁左翼蒙古族自治县,KLQZYMGZZZX,119.744883,41.125428,kalaqinzuoyimengguzuzizhixian
1474,K,克山,KS,125.874355,48.034342,keshan
1475,K,克东,KD,126.249094,48.03732,kedong
358,K,昆山,KS,120.981812,31.38475,kunshan
1520,K,开化,KH,118.414435,29.136503,kaihua
1627,K,垦利,KL,118.551314,37.588679,kenli
183,K,开封,KF,114.307312,34.79726,kaifeng
547,K,开平,KP,112.698509,22.376381,kaiping
439,K,开州,KZ,108.393112,31.16098,kaizhou
1920,K,康定,KD,101.964057,30.050738,kangding
1894,K,开江,KJ,107.864135,31.085537,kaijiang
1955,K,开阳,KY,106.969438,27.056793,kaiyang
140,K,凯里,KL,107.9804,26.56756,kaili
23,K,昆明,KM,102.833221,24.87966,kunming
1070,K,开远,KY,103.266762,23.71434,kaiyuan
2143,K,康马,KM,89.683406,28.554719,kangma
2334,K,康县,KX,105.609534,33.328266,kangxian
2341,K,康乐,KL,103.709852,35.371906,kangle
5896,K,可克达拉,KKDL,80.63579,43.6832,kekedala
5897,K,昆玉,KY,79.287372,37.207994,kunyu
1053,K,克拉玛依,KLMY,84.88927,45.57999,kelamayi
326,K,库尔勒,KEL,86.173691,41.726429,kuerle
1058,K,库车,KC,82.96212,41.717411,kuche
2453,K,柯坪,KP,79.04785,40.50624,keping
2454,K,克孜勒苏柯尔克孜自治州,KZLSKEKZZZZ,76.174806,39.7111,kezilesukeerkezizizhizhou
2459,K,喀什地区,KSDQ,75.989138,39.467664,kashidiqu
1055,K,喀什,KS,75.993813,39.46772,kashi
2481,K,奎屯,KT,84.901602,44.423445,kuitun
1050,J,蓟县,JX,117.408287,40.045769,jixian
610,J,景县,JX,116.270599,37.692341,jingxian
1255,J,冀州,JZ,115.579173,37.542788,jizhou
1186,J,鸡泽,JZ,114.878517,36.914908,jize
1196,J,巨鹿,JL,115.038782,37.21768,julu
1155,J,​晋州,JZ,115.044098,38.033562,jinzhou
1817,J,井陉,JX,114.144488,38.033614,jingxing
1310,J,静乐,JL,111.940231,38.355947,jingle
1333,J,交城,JC,112.159154,37.555155,jiaocheng
1341,J,交口,JK,111.183188,36.983068,jiaokou
153,J,晋中,JZ,112.752777,37.687019,jinzhong
1000,J,介休,JX,111.916718,37.0271,jiexiu
1299,J,稷山,JS,110.978996,35.600412,jishan
1301,J,绛县,JX,111.576182,35.49045,jiangxian
1323,J,吉县,JX,110.682853,36.099355,jixian
437,J,晋城,JC,112.851128,35.490391,jincheng
110,J,锦州,JZ,121.127029,41.09515,jinzhou
1444,J,建昌,JC,119.804105,40.813081,jianchang
1441,J,建平,JP,119.642363,41.402576,jianping
101,J,吉林,JL,126.549438,43.837841,jilin
814,J,蛟河,JH,127.344772,43.72393,jiaohe
1452,J,靖宇,JY,126.808386,42.389689,jingyu
1451,J,集安,JA,126.186204,41.126276,jian
88,J,佳木斯,JMS,130.320602,46.80019,jiamusi
1490,J,嘉荫,JY,130.397684,48.891378,jiayin
1482,J,集贤,JX,131.13933,46.72898,jixian
221,J,鸡西,JX,130.969543,45.295238,jixi
1477,J,鸡东,JD,131.146379,45.252919,jidong
858,J,句容,JR,119.16864,31.94482,jurong
364,J,江阴,JY,120.2854,31.92005,jiangyin
851,J,建湖,JH,119.798576,33.464062,jianhu
846,J,靖江,JJ,120.274544,32.014938,jingjiang
867,J,金湖,JH,119.020432,33.02359,jinhu
55,J,嘉兴,JX,120.755501,30.74501,jiaxing
1095,J,嘉善,JS,120.927162,30.83075,jiashan
67,J,金华,JH,119.647591,29.078119,jinhua
1112,J,缙云,JY,120.091583,28.659281,jinyun
1526,J,景宁畲族自治县,JNSZZZX,119.634669,27.977247,jingningshezuzizhixian
1107,J,江山,JS,118.6269,28.737249,jiangshan
1111,J,建德,JD,119.281212,29.474751,jiande
1544,J,泾县,JX,118.412397,30.685975,jingxian
1545,J,绩溪,JX,118.594705,30.065267,jixi
1546,J,旌德,JD,118.543081,30.288057,jingde
1541,J,金寨,JZ,115.878514,31.681624,jinzhai
487,J,界首,JS,115.374512,33.257179,jieshou
1554,J,将乐,JL,117.473558,26.728667,jiangle
1556,J,建宁,JN,116.845832,26.831398,jianning
1557,J,金门,JM,118.32277,24.42931,jinmen
334,J,晋江,JJ,118.551987,24.781441,jinjiang
509,J,建瓯,JO,118.304977,27.022659,jianou
887,J,进贤,JX,116.242493,28.376789,jinxian
49,J,景德镇,JDZ,117.178391,29.26869,jingdezhen
66,J,九江,JJ,116.001457,29.705481,jiujiang
1606,J,靖安,JA,115.361744,28.86054,jingan
1614,J,金溪,JX,116.778751,27.907387,jinxi
220,J,吉安,JA,114.993759,27.113819,jian
1594,J,吉安,JA,114.905117,27.040042,jian
1601,J,井冈山,JGS,114.166111,26.570529,jinggangshan
888,J,吉水,JS,115.135498,27.229759,jishui
19,J,济南,JN,116.994926,36.665291,jinan
1624,J,济阳,JY,117.176035,36.976772,jiyang
47,J,济宁,JN,116.587242,35.414589,jining
976,J,金乡,JX,116.311478,35.066608,jinxiang
988,J,嘉祥,JX,116.342491,35.407501,jiaxiang
968,J,莒县,JX,118.836868,35.579971,juxian
950,J,莒南,JN,118.835426,35.174858,junan
945,J,巨野,JY,116.094948,35.396332,juye
969,J,鄄城,JC,115.510048,35.563499,juancheng
940,J,胶州,JZ,120.033539,36.26445,jiaozhou
674,J,郏县,JX,113.212624,33.971802,jiaxian
144,J,焦作,JZ,113.242012,35.21563,jiaozuo
415,J,济源,JY,112.60273,35.06707,jiyuan
100,J,荆州,JZ,112.240692,30.334789,jingzhou
1685,J,江陵,JL,112.41735,30.033919,jiangling
716,J,监利,JL,112.904922,29.839279,jianli
151,J,荆门,JM,112.199448,31.03546,jingmen
723,J,京山,JS,113.11953,31.01848,jingshan
1692,J,建始,JS,109.723822,30.601632,jianshi
1688,J,嘉鱼,JY,113.921547,29.973363,jiayu
800,J,津市,JS,111.877411,29.605431,jinshi
1726,J,靖州苗族侗族自治县,JZMZDZZZX,109.691159,26.573511,jingzhoumiaozudongzuzizhixian
1716,J,江永,JY,111.346803,25.268154,jiangyong
1719,J,江华瑶族自治县,JHYZZZX,111.577276,25.182596,jianghuayaozuzizhixian
1711,J,嘉禾,JH,112.370618,25.587309,jiahe
274,J,吉首,JS,109.698112,28.26244,jishou
1750,J,蕉岭,JL,116.170531,24.653313,jiaoling
130,J,江门,JM,113.081612,22.57865,jiangmen
231,J,揭阳,JY,116.372711,23.549721,jieyang
552,J,揭西,JX,115.841888,23.43141,jiexi
1831,J,金秀瑶族自治县,JXYZZZX,110.188556,24.134941,jinxiuyaozuzizhixian
1807,J,靖西,JX,106.417549,23.134766,jingxi
1869,J,剑阁,JG,105.527035,32.286517,jiange
319,J,江油,JY,104.724579,31.75691,jiangyou
1885,J,江安,JA,105.068697,28.728102,jiangan
1910,J,九寨沟,JZG,104.236344,33.262097,jiuzhaigou
1911,J,金川,JC,102.064647,31.476356,jinchuan
1923,J,九龙,JL,101.506942,29.001975,jiulong
1873,J,犍为,JW,103.944266,29.209782,jianwei
1874,J,井研,JY,104.06885,29.651645,jingyan
1875,J,夹江,JJ,103.578862,29.741019,jiajiang
1947,J,金阳,JY,103.248704,27.695916,jinyang
1043,J,金堂,JT,104.412048,30.86203,jintang
434,J,简阳,JY,104.547333,30.411329,jianyang
580,J,金沙,JS,106.220139,27.459221,jinsha
2001,J,锦屏,JP,109.20252,26.680625,jinping
2002,J,剑河,JH,108.589508,26.652386,jianhe
1978,J,江口,JK,108.848427,27.691904,jiangkou
2086,J,金平苗族瑶族傣族自治县,JPMZYZDZZZX,103.228359,22.779982,jinpingmiaozuyaozudaizuzizhixian
1069,J,建水,JS,102.826988,23.634991,jianshui
2056,J,景东彝族自治县,JDYZZZX,100.840011,24.448523,jingdongyizuzizhixian
2057,J,景谷傣族彝族自治县,JGDZYZZZX,100.701425,23.500278,jinggudaizuyizuzizhixian
2059,J,江城哈尼族彝族自治县,JCHNZYZZZX,101.859144,22.58336,jiangchenghanizuyizuzizhixian
359,J,景洪,JH,100.771629,22.00008,jinghong
2109,J,剑川,JC,99.905887,26.530066,jianchuan
2135,J,江孜,JZ,89.605044,28.908845,jiangzi
2147,J,吉隆,JL,85.298349,28.852416,jilong
2153,J,江达,JD,98.218351,31.499534,jiangda
2172,J,加查,JC,92.591043,29.140921,jiacha
2178,J,嘉黎,JL,93.232907,30.640846,jiali
1154,J,靖边,JB,108.795677,37.599312,jingbian
2264,J,佳县,JX,110.493367,38.021597,jiaxian
2218,J,泾阳,JY,108.83784,34.528493,jingyang
2288,J,靖远,JY,104.68476,36.55948,jingyuan
2290,J,景泰,JT,104.066394,37.193519,jingtai
2304,J,泾川,JC,107.365218,35.335283,jingchuan
2309,J,静宁,JN,105.733489,35.525243,jingning
526,J,酒泉,JQ,98.493942,39.732552,jiuquan
2310,J,金塔,JT,98.902959,39.983036,jinta
527,J,嘉峪关,JYG,98.290108,39.772011,jiayuguan
528,J,金昌,JC,102.187592,38.520061,jinchang
2346,J,积石山保安族东乡族撒拉族自治县,JSSBAZDXZSLZZZX,102.877473,35.712906,jishishanbaoanzudongxiangzusalazuzizhixian
2372,J,尖扎,JZ,102.031953,35.938205,jianzha
2386,J,久治,JZ,101.484884,33.430217,jiuzhi
2413,J,泾源,JY,106.338674,35.49344,jingyuan
2430,J,吉木萨尔,JMSE,89.181288,43.997162,jimusaer
2435,J,精河,JH,82.892938,44.605645,jinghe
2468,J,伽师,JS,76.741982,39.494325,jiashi
2505,J,吉木乃,JMN,85.876064,47.434633,jimunai
1245,M,孟村回族自治县,MCHZZZX,117.105104,38.057953,mengcunhuizuzizhixian
1372,M,莫力达瓦达斡尔族自治旗,MLDWDWEZZZQ,124.507401,48.478385,molidawadawoerzuzizhiqi
917,M,满洲里,MZL,117.378357,49.59655,manzhouli
807,M,梅河口,MHK,125.712097,42.538731,meihekou
138,M,牡丹江,MDJ,129.632446,44.552689,mudanjiang
1502,M,穆棱,ML,130.527085,44.91967,muleng
1479,M,密山,MS,131.87272,45.545701,mishan
1509,M,明水,MS,125.907544,47.183527,mingshui
1135,M,漠河,MH,122.538643,52.972092,mohe
1467,M,木兰,ML,128.042675,45.949826,mulan
469,M,蒙城,MC,116.564499,33.265839,mengcheng
486,M,明光,MG,117.989441,32.776989,mingguang
90,M,马鞍山,MAS,118.506111,31.67067,maanshan
